#X	Y
#
0.000000	0.000000
0.010000	0.114433
0.020000	0.192220
0.030000	0.248317
0.040000	0.290514
0.050000	0.323271
0.060000	0.349327
0.070000	0.370457
0.080000	0.387864
0.090000	0.402388
0.100000	0.414638
0.110000	0.425065
0.120000	0.434008
0.130000	0.441730
0.140000	0.448436
0.150000	0.454287
0.160000	0.459417
0.170000	0.463929
0.180000	0.467913
0.190000	0.471439
0.200000	0.474568
0.210000	0.477352
0.220000	0.479832
0.230000	0.482046
0.240000	0.484025
0.250000	0.485796
0.260000	0.487383
0.270000	0.488805
0.280000	0.490081
0.290000	0.491226
0.300000	0.492254
0.310000	0.493177
0.320000	0.494005
0.330000	0.494749
0.340000	0.495417
0.350000	0.496016
0.360000	0.496552
0.370000	0.497033
0.380000	0.497463
0.390000	0.497847
0.400000	0.498189
0.410000	0.498494
0.420000	0.498764
0.430000	0.499004
0.440000	0.499214
0.450000	0.499399
0.460000	0.499560
0.470000	0.499699
0.480000	0.499818
0.490000	0.499918
0.500000	0.500000
0.510000	0.500082
0.520000	0.500182
0.530000	0.500301
0.540000	0.500440
0.550000	0.500601
0.560000	0.500786
0.570000	0.500996
0.580000	0.501236
0.590000	0.501506
0.600000	0.501811
0.610000	0.502153
0.620000	0.502537
0.630000	0.502967
0.640000	0.503448
0.650000	0.503984
0.660000	0.504583
0.670000	0.505251
0.680000	0.505994
0.690000	0.506823
0.700000	0.507746
0.710000	0.508774
0.720000	0.509919
0.730000	0.511195
0.740000	0.512617
0.750000	0.514204
0.760000	0.515975
0.770000	0.517954
0.780000	0.520168
0.790000	0.522648
0.800000	0.525432
0.810000	0.528561
0.820000	0.532087
0.830000	0.536071
0.840000	0.540583
0.850000	0.545712
0.860000	0.551564
0.870000	0.558270
0.880000	0.565992
0.890000	0.574935
0.900000	0.585362
0.910000	0.597612
0.920000	0.612136
0.930000	0.629542
0.940000	0.650673
0.950000	0.676729
0.960000	0.709486
0.970000	0.751683
0.980000	0.807779
0.990000	0.885567
