#X	Y
#
0.000000	0.000000
0.010000	0.026804
0.020000	0.048299
0.030000	0.065884
0.040000	0.080501
0.050000	0.092808
0.060000	0.103276
0.070000	0.112255
0.080000	0.120004
0.090000	0.126722
0.100000	0.132565
0.110000	0.137653
0.120000	0.142080
0.130000	0.145924
0.140000	0.149243
0.150000	0.152086
0.160000	0.154490
0.170000	0.156484
0.180000	0.158089
0.190000	0.159321
0.200000	0.160189
0.210000	0.176699
0.220000	0.191233
0.230000	0.204224
0.240000	0.216008
0.250000	0.226851
0.260000	0.236968
0.270000	0.246540
0.280000	0.255722
0.290000	0.264652
0.300000	0.273459
0.310000	0.282266
0.320000	0.291197
0.330000	0.300378
0.340000	0.309950
0.350000	0.320067
0.360000	0.330910
0.370000	0.342694
0.380000	0.355686
0.390000	0.370219
0.400000	0.386729
0.410000	0.403240
0.420000	0.417773
0.430000	0.430765
0.440000	0.442549
0.450000	0.453392
0.460000	0.463509
0.470000	0.473081
0.480000	0.482262
0.490000	0.491193
0.500000	0.500000
0.510000	0.508807
0.520000	0.517738
0.530000	0.526919
0.540000	0.536491
0.550000	0.546608
0.560000	0.557451
0.570000	0.569235
0.580000	0.582226
0.590000	0.596760
0.600000	0.613270
0.610000	0.629781
0.620000	0.644314
0.630000	0.657306
0.640000	0.669090
0.650000	0.679933
0.660000	0.690050
0.670000	0.699622
0.680000	0.708804
0.690000	0.717734
0.700000	0.726541
0.710000	0.735348
0.720000	0.744278
0.730000	0.753460
0.740000	0.763032
0.750000	0.773149
0.760000	0.783992
0.770000	0.795776
0.780000	0.808767
0.790000	0.823301
0.800000	0.839811
0.810000	0.840679
0.820000	0.841911
0.830000	0.843516
0.840000	0.845510
0.850000	0.847914
0.860000	0.850757
0.870000	0.854076
0.880000	0.857920
0.890000	0.862347
0.900000	0.867435
0.910000	0.873278
0.920000	0.879996
0.930000	0.887745
0.940000	0.896724
0.950000	0.907192
0.960000	0.919499
0.970000	0.934116
0.980000	0.951701
0.990000	0.973196
1.000000	1.000000
