0.000000	0.000000	0.000000
0.000000	0.034480	0.035067
0.000000	0.068966	0.057290
0.000000	0.103451	0.089924
0.000000	0.137932	0.125013
0.000000	0.172415	0.164266
0.000000	0.206898	0.195990
0.000000	0.241380	0.232128
0.000000	0.275863	0.271170
0.000000	0.310345	0.302263
0.000000	0.344827	0.339267
0.000000	0.379307	0.377983
0.000000	0.413794	0.408708
0.000000	0.448279	0.446423
0.000000	0.482759	0.484702
0.000000	0.517242	0.515300
0.000000	0.551725	0.553580
0.000000	0.586208	0.591293
0.000000	0.620690	0.622014
0.000000	0.655173	0.660733
0.000000	0.689655	0.697737
0.000000	0.724135	0.728828
0.000000	0.758621	0.744377
0.000000	0.793106	0.744377
0.000000	0.827587	0.744377
0.000000	0.862070	0.744377
0.000000	0.896553	0.744377
0.000000	0.931035	0.744377
0.000000	0.965518	0.744377
0.000000	1.000000	0.744377

0.034478	0.000000	0.035067
0.034478	0.034480	0.099135
0.034478	0.068966	0.123038
0.034478	0.103451	0.155183
0.034478	0.137932	0.156906
0.034478	0.172415	0.198344
0.034478	0.206898	0.229096
0.034478	0.241380	0.320898
0.034478	0.275863	0.368713
0.034478	0.310345	0.396528
0.034478	0.344827	0.431546
0.034478	0.379307	0.460444
0.034478	0.413794	0.471893
0.034478	0.448279	0.509780
0.034478	0.482759	0.583572
0.034478	0.517242	0.636538
0.034478	0.551725	0.645637
0.034478	0.586208	0.678546
0.034478	0.620690	0.684251
0.034478	0.655173	0.725044
0.034478	0.689655	0.755828
0.034478	0.724135	0.760300
0.034478	0.758621	0.801309
0.034478	0.793106	0.809258
0.034478	0.827587	0.809258
0.034478	0.862070	0.808576
0.034478	0.896553	0.809258
0.034478	0.931035	0.809258
0.034478	0.965518	0.809258
0.034478	1.000000	0.778211

0.068963	0.000000	0.057287
0.068963	0.034480	0.123038
0.068963	0.068966	0.165902
0.068963	0.103451	0.198308
0.068963	0.137932	0.220915
0.068963	0.172415	0.220204
0.068963	0.206898	0.249882
0.068963	0.241380	0.363133
0.068963	0.275863	0.455738
0.068963	0.310345	0.483971
0.068963	0.344827	0.502185
0.068963	0.379307	0.541483
0.068963	0.413794	0.546040
0.068963	0.448279	0.574887
0.068963	0.482759	0.650108
