0.000000	0.000000	0.028963
0.000000	0.034480	0.062502
0.000000	0.068966	0.097870
0.000000	0.103451	0.134123
0.000000	0.137932	0.170675
0.000000	0.172415	0.207050
0.000000	0.206898	0.242703
0.000000	0.241380	0.276824
0.000000	0.275863	0.309899
0.000000	0.310345	0.371349
0.000000	0.344827	0.421967
0.000000	0.379307	0.458490
0.000000	0.413794	0.494958
0.000000	0.448279	0.530855
0.000000	0.482759	0.565460
0.000000	0.517242	0.598381
0.000000	0.551725	0.632988
0.000000	0.586208	0.668882
0.000000	0.620690	0.705347
0.000000	0.655173	0.725279
0.000000	0.689655	0.737004
0.000000	0.724135	0.772017
0.000000	0.758621	0.805097
0.000000	0.793106	0.807198
0.000000	0.827587	0.807198
0.000000	0.862070	0.807198
0.000000	0.896553	0.807198
0.000000	0.931035	0.807198
0.000000	0.965518	0.807198
0.000000	1.000000	0.807198

0.034478	0.000000	0.062500
0.034478	0.034480	0.122136
0.034478	0.068966	0.159756
0.034478	0.103451	0.197412
0.034478	0.137932	0.234796
0.034478	0.172415	0.271588
0.034478	0.206898	0.307354
0.034478	0.241380	0.341717
0.034478	0.275863	0.370774
0.034478	0.310345	0.406333
0.034478	0.344827	0.477220
0.034478	0.379307	0.522447
0.034478	0.413794	0.559424
0.034478	0.448279	0.595499
0.034478	0.482759	0.630316
0.034478	0.517242	0.660567
0.034478	0.551725	0.666468
0.034478	0.586208	0.701308
0.034478	0.620690	0.738343
0.034478	0.655173	0.775198
0.034478	0.689655	0.801629
0.034478	0.724135	0.830811
0.034478	0.758621	0.837917
0.034478	0.793106	0.840681
0.034478	0.827587	0.840265
0.034478	0.862070	0.862206
0.034478	0.896553	0.869271
0.034478	0.931035	0.870798
0.034478	0.965518	0.871575
0.034478	1.000000	0.871575

0.068963	0.000000	0.097867
0.068963	0.034480	0.159759
0.068963	0.068966	0.205094
0.068963	0.103451	0.242615
0.068963	0.137932	0.279969
0.068963	0.172415	0.316828
0.068963	0.206898	0.352662
0.068963	0.241380	0.386681
0.068963	0.275863	0.418609
0.068963	0.310345	0.452358
0.068963	0.344827	0.511178
0.068963	0.379307	0.567618
0.068963	0.413794	0.604638
0.068963	0.448279	0.640810
0.068963	0.482759	0.671303
0.068963	0.517242	0.680068
0.068963	0.551725	0.712263
0.068963	0.586208	0.735851
0.068963	0.620690	0.773328
0.068963	0.655173	0.810479
0.068963	0.689655	0.846930
0.068963	0.724135	0.876102
0.068963	0.758621	0.876102
0.068963	0.793106	0.876102
0.068963	0.827587	0.875902
0.068963	0.862070	0.874701
0.068963	0.896553	0.906840
0.068963	0.931035	0.917061
0.068963	0.965518	0.917061
0.068963	1.000000	0.917061

0.103446	0.000000	0.134119
