10e-6	55.13e-12
12.589e-6	138.47e-12
15.849e-6	347.75e-12
19.953e-6	873.24e-12
25.119e-6	2.1925e-9
31.623e-6	5.5032e-9
39.811e-6	13.807e-9
50.119e-6	34.618e-9
63.096e-6	86.702e-9
79.433e-6	216.78e-9
100e-6	540.55e-9
125.89e-6	1.3422e-6
158.49e-6	3.3108e-6
199.53e-6	8.0829e-6
251.19e-6	19.423e-6
316.23e-6	45.57e-6
398.11e-6	103.19e-6
501.19e-6	222.2e-6
630.96e-6	446.89e-6
794.33e-6	824.59e-6
1e-3	1.3766e-3
1.2589e-3	2.0687e-3
1.5849e-3	2.813e-3
1.9953e-3	3.51e-3
2.5119e-3	4.0918e-3
3.1623e-3	4.5365e-3
3.9811e-3	4.8554e-3
5.0119e-3	5.0741e-3
6.3096e-3	5.2199e-3
7.9433e-3	5.315e-3
10e-6	136.89e-12
12.589e-6	343.82e-12
15.849e-6	863.47e-12
19.953e-6	2.1683e-9
25.119e-6	5.444e-9
31.623e-6	13.665e-9
39.811e-6	34.284e-9
50.119e-6	85.958e-9
63.096e-6	215.28e-9
79.433e-6	538.27e-9
100e-6	1.3422e-6
125.89e-6	3.3328e-6
158.49e-6	8.2208e-6
199.53e-6	20.07e-6
251.19e-6	48.228e-6
316.23e-6	113.14e-6
398.11e-6	256.19e-6
501.19e-6	551.54e-6
630.96e-6	1.1089e-3
794.33e-6	2.045e-3
1e-3	3.4113e-3
1.2589e-3	5.1209e-3
1.5849e-3	6.9559e-3
1.9953e-3	8.6704e-3
2.5119e-3	10.099e-3
3.1623e-3	11.189e-3
3.9811e-3	11.97e-3
5.0119e-3	12.505e-3
6.3096e-3	12.862e-3
7.9433e-3	13.094e-3
10e-6	337.67e-12
12.589e-6	848.08e-12
15.849e-6	2.1299e-9
19.953e-6	5.3485e-9
25.119e-6	13.428e-9
31.623e-6	33.706e-9
39.811e-6	84.567e-9
50.119e-6	212.03e-9
63.096e-6	531.03e-9
79.433e-6	1.3277e-6
100e-6	3.3108e-6
125.89e-6	8.2208e-6
158.49e-6	20.278e-6
199.53e-6	49.504e-6
251.19e-6	118.95e-6
316.23e-6	279.04e-6
398.11e-6	631.71e-6
501.19e-6	1.3594e-3
630.96e-6	2.7309e-3
794.33e-6	5.0292e-3
1e-3	8.3726e-3
1.2589e-3	12.537e-3
1.5849e-3	16.985e-3
1.9953e-3	21.118e-3
2.5119e-3	24.547e-3
3.1623e-3	27.154e-3
3.9811e-3	29.016e-3
5.0119e-3	30.291e-3
6.3096e-3	31.138e-3
7.9433e-3	31.691e-3
10e-6	824.38e-12
12.589e-6	2.0705e-9
15.849e-6	5.1999e-9
19.953e-6	13.058e-9
25.119e-6	32.784e-9
31.623e-6	82.29e-9
39.811e-6	206.46e-9
50.119e-6	517.65e-9
63.096e-6	1.2965e-6
79.433e-6	3.2415e-6
100e-6	8.0829e-6
125.89e-6	20.07e-6
158.49e-6	49.504e-6
199.53e-6	120.85e-6
251.19e-6	290.36e-6
316.23e-6	680.98e-6
398.11e-6	1.5408e-3
501.19e-6	3.3123e-3
630.96e-6	6.6411e-3
794.33e-6	12.19e-3
1e-3	20.197e-3
1.2589e-3	30.066e-3
1.5849e-3	40.475e-3
1.9953e-3	50.035e-3
2.5119e-3	57.881e-3
3.1623e-3	63.797e-3
3.9811e-3	67.997e-3
5.0119e-3	70.858e-3
6.3096e-3	72.755e-3
7.9433e-3	73.99e-3
10e-6	1.981e-9
12.589e-6	4.9755e-9
15.849e-6	12.496e-9
19.953e-6	31.378e-9
25.119e-6	78.783e-9
31.623e-6	197.75e-9
39.811e-6	496.14e-9
50.119e-6	1.2439e-6
63.096e-6	3.1155e-6
79.433e-6	7.7895e-6
100e-6	19.423e-6
125.89e-6	48.228e-6
158.49e-6	118.95e-6
199.53e-6	290.36e-6
251.19e-6	697.48e-6
316.23e-6	1.6349e-3
398.11e-6	3.6948e-3
501.19e-6	7.9228e-3
630.96e-6	15.812e-3
794.33e-6	28.801e-3
1e-3	47.198e-3
1.2589e-3	69.325e-3
1.5849e-3	92.037e-3
1.9953e-3	112.35e-3
2.5119e-3	128.64e-3
3.1623e-3	140.71e-3
3.9811e-3	149.17e-3
5.0119e-3	154.88e-3
6.3096e-3	158.64e-3
7.9433e-3	161.08e-3
10e-6	4.6478e-9
12.589e-6	11.673e-9
15.849e-6	29.317e-9
19.953e-6	73.619e-9
25.119e-6	184.84e-9
31.623e-6	463.95e-9
39.811e-6	1.164e-6
50.119e-6	2.9185e-6
63.096e-6	7.3094e-6
79.433e-6	18.275e-6
100e-6	45.57e-6
125.89e-6	113.14e-6
158.49e-6	279.04e-6
199.53e-6	680.98e-6
251.19e-6	1.6349e-3
316.23e-6	3.8272e-3
398.11e-6	8.6256e-3
501.19e-6	18.392e-3
630.96e-6	36.323e-3
794.33e-6	65.049e-3
1e-3	104.12e-3
1.2589e-3	148.77e-3
1.5849e-3	192.13e-3
1.9953e-3	228.96e-3
2.5119e-3	257.27e-3
3.1623e-3	277.56e-3
3.9811e-3	291.45e-3
5.0119e-3	300.68e-3
6.3096e-3	306.7e-3
7.9433e-3	310.57e-3
10e-6	10.526e-9
12.589e-6	26.436e-9
15.849e-6	66.393e-9
19.953e-6	166.72e-9
25.119e-6	418.59e-9
31.623e-6	1.0507e-6
39.811e-6	2.6361e-6
50.119e-6	6.6093e-6
63.096e-6	16.553e-6
79.433e-6	41.386e-6
100e-6	103.19e-6
125.89e-6	256.19e-6
158.49e-6	631.71e-6
199.53e-6	1.5408e-3
251.19e-6	3.6948e-3
316.23e-6	8.6256e-3
398.11e-6	19.323e-3
501.19e-6	40.705e-3
630.96e-6	78.647e-3
794.33e-6	136.12e-3
1e-3	208.36e-3
1.2589e-3	283.55e-3
1.5849e-3	350.05e-3
1.9953e-3	402.09e-3
2.5119e-3	439.6e-3
3.1623e-3	465.26e-3
3.9811e-3	482.27e-3
5.0119e-3	493.34e-3
6.3096e-3	500.45e-3
7.9433e-3	505e-3
10e-6	22.667e-9
12.589e-6	56.93e-9
15.849e-6	142.97e-9
19.953e-6	359.03e-9
25.119e-6	901.42e-9
31.623e-6	2.2626e-6
39.811e-6	5.6767e-6
50.119e-6	14.233e-6
63.096e-6	35.646e-6
79.433e-6	89.12e-6
100e-6	222.2e-6
125.89e-6	551.54e-6
158.49e-6	1.3594e-3
199.53e-6	3.3123e-3
251.19e-6	7.9228e-3
316.23e-6	18.392e-3
398.11e-6	40.705e-3
